accidentindicator	address_id	agencyid	fineamt	location	objectid	penalty1	penalty2	row_	streetsegid	ticketissuedate	tickettype	totalpaid	violationcode	violationdesc	xcoord	y	ycoord	filename	﻿x
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	936422			643401	14746.0	2009-10-16T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_October_2009.csv	-76.994976553
False	804036.0	25.0	150.0	N. CAPITOL NE @ RIGGS RD.	3694017			1992413	3428.0	2012-03-10T00:00:00.000Z	Photo	0.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	399215.9105	38.9548231094	142990.31	Moving_Violations_in_March_2012.csv	-77.009048376
False	805065.0	25.0		2200 BLK K ST NW W/B	3476264			2467311	4361.0	2012-08-16T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2012.csv	-77.0499797097
False	288753.0	25.0	50.0	600 BLK NEW YORK AVENUE NE W/B	4054373			994772	14658.0	2010-04-20T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_April_2010.csv	-76.995608706
False	805468.0	25.0	50.0	2800 BLK BENNING ROAD NE E/B	2473165	50.0		757939	4693.0	2009-12-09T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403046.72	38.897306834	136606.06	Moving_Violations_in_December_2009.csv	-76.9648804257
False	815777.0	25.0	100.0	1400 BLK S CAPITOL ST SW S/B	767884			3939927	13794.0	2015-09-03T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399211.6	38.8725120372	133853.1	Moving_Violations_in_September_2015.csv	-77.00908761
False	800500.0	25.0	125.0	600 BLK FLORIDA AVE NE NW/B	3612709	125.0		1308861	423.0	2010-09-04T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400197.9	38.9059694823	137567.1	Moving_Violations_in_September_2010.csv	-76.9977206631
False		25.0	100.0	3RD ST TUNNEL NW N/B BY MA AVE	3227845	100.0		3874613	6364.0	2015-08-09T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398788.1561	38.8990462901	136798.6603	Moving_Violations_in_August_2015.csv	-77.0139724698
False	300368.0	25.0	100.0	2800 BLK NEW YORK AVE NE E/B	3146999			3839929		2015-07-30T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_July_2015.csv	-76.9663809737
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	3195930	150.0		2731802	4361.0	2012-10-22T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_October_2012.csv	-77.0499797097
False	288753.0	25.0	50.0	600 BLK NEW YORK AVENUE NE W/B	1138190			623328	14658.0	2009-10-07T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_October_2009.csv	-76.995608706
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	1108490			3854293	4361.0	2015-08-03T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2015.csv	-77.0499797097
False	811375.0	25.0		1900 BLK INDEPENDENCE AVE SE E/B	2296339			1675383	9749.0	2011-09-17T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	402076.42	38.8876098964	135529.31	Moving_Violations_in_September_2011.csv	-76.9760690644
False	807090.0	25.0	100.0	4700 BLK MACARTHUR BLVD NW S/B	3687023			3077042	6074.0	2014-05-18T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	392000.5	38.9139016062	138451.67	Moving_Violations_in_May_2014.csv	-77.0922400725
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	393901			4105720	4361.0	2015-10-29T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_October_2015.csv	-77.0499797097
False		25.0	125.0	DC295 NE AT BENNING RD EXIT N/B	2249006			2573879	5134.0	2012-09-04T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_September_2012.csv	-76.9503465327
False		25.0	125.0	DC295 SW .7 MILES S/O EXIT 1 S/B	838771			1945191	6993.0	2012-02-20T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_February_2012.csv	-77.018353403
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	3670316			984459	14746.0	2010-04-16T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_April_2010.csv	-76.994976553
False		25.0	125.0	DC295 NE AT BENNING RD EXIT N/B	232536	125.0		2019473	5134.0	2012-03-19T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_March_2012.csv	-76.9503465327
False		25.0	100.0	DC295 SW .3 MILES S/O EXIT 1 N/B	3233084			3904702	14688.0	2015-08-21T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_August_2015.csv	-77.0172487613
False	815777.0	25.0	100.0	1400 BLK S CAPITOL ST SW S/B	1857442	100.0		3584529	13794.0	2015-04-22T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399211.6	38.8725120372	133853.1	Moving_Violations_in_April_2015.csv	-77.00908761
False	800638.0	25.0		1900 BLK BRANCH AVE SE N/B	3407628			1677327	675.0	2011-09-20T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	403477.897953	38.8668720932	133227.748409	Moving_Violations_in_September_2011.csv	-76.9599270048
False	806707.0	25.0	100.0	3900 BLK SOUTH DAKOTA AVE NE SE/B	1347896			3206323	5751.0	2014-08-06T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401900.38	38.9375464916	141072.64	Moving_Violations_in_August_2014.csv	-76.9780827969
False	902787.0	25.0	100.0	PENNSYLVANIA AVE SE/B @ 27TH ST SE	1292621	100.0		3284863	888.0	2014-09-26T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402692.790016	38.8727884305	133884.199994	Moving_Violations_in_September_2014.csv	-76.9689711097
False	146162.0	25.0	125.0	100 BLK MICHIGAN AVENUE NE E/B	2706003	125.0		1220858	2623.0	2010-07-30T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_July_2010.csv	-77.0061921948
False	913925.0	25.0	100.0	NEW YORK AVE SW/B @ N CAPITOL ST NE	3982168			3299104	13000.0	2014-10-11T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399226.6082	38.9074062424	137726.6274	Moving_Violations_in_October_2014.csv	-77.0089190214
False	806860.0	25.0	150.0	WISCONSIN N/B @ BRANDYWINE NW	3600625			1500055	5886.0	2010-12-15T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	393030.78	38.9496925347	142423.8	Moving_Violations_in_December_2010.csv	-77.0804008321
False		25.0	125.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	1956991	125.0		1357307	14746.0	2010-09-28T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_September_2010.csv	-76.994976553
False	31943.0	25.0	100.0	3700 BLK SOUTHERN AVENUE SE (SW/B)	2644557			2811830	1435.0	2012-11-22T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404133.54	38.8596648796	132428.01	Moving_Violations_in_November_2012.csv	-76.952376952
False	74591.0	25.0	100.0	1100 BLK BLADENSBURG RD NE NE/B	3798359	100.0		3277482	1489.0	2014-09-19T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401644.78	38.9041776464	137368.36	Moving_Violations_in_September_2014.csv	-76.9810398283
False	811993.0	25.0	100.0	700 BLK FRANKLIN ST NE W/B	1015586			2892813	10289.0	2012-12-24T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400494.13	38.9255903289	139745.19	Moving_Violations_in_December_2012.csv	-76.9943038138
False	900063.0	25.0	150.0	MILITARY RD W/B @ 14TH ST NW	103928	150.0		2376098	4223.0	2012-07-27T00:00:00.000Z	Photo	0.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	397103.139835	38.9620497839	143793.029027	Moving_Violations_in_July_2012.csv	-77.0334269317
False	300368.0	25.0	100.0	2800 BLK NEW YORK AVE NE E/B	2494876			3833837		2015-07-27T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_July_2015.csv	-76.9663809737
False	913873.0	5.0	100.0	RHODE ISLAND AVE NW @ NORTH CAPITO*	1365299			3987415	4878.0	2015-09-19T00:00:00.000Z	No Ticket Type	0.0	T676	DIRTY TAXICAB	399203.7909	38.9167690696	138765.9806	Moving_Violations_in_September_2015.csv	-77.0091832967
False	902787.0	25.0	75.0	PENNSYLVANIA AVE SE/B @ 27TH ST SE	3299709			551820	888.0	2009-09-06T00:00:00.000Z	Photo	75.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	402692.790016	38.8727884305	133884.199994	Moving_Violations_in_September_2009.csv	-76.9689711097
False	812961.0	25.0	100.0	2000 BLK WEST VIRGINIA AVE NE SW/B	607143			2877500	11141.0	2012-12-17T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401490.32	38.9130976257	138358.52	Moving_Violations_in_December_2012.csv	-76.9828184293
False		25.0	125.0	3RD ST TUNNEL NW S/B AT 3RD ST EXIT	2967066			1421072	5435.0	2010-10-31T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398763.9982	38.8987694772	136767.9356	Moving_Violations_in_October_2010.csv	-77.0142509077
False		25.0	150.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	3121484			93114	14746.0	2009-02-14T00:00:00.000Z	Photo	150.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_February_2009.csv	-76.994976553
False	815753.0	25.0		400 BLK 14TH ST SW N/B	641955			2173316	4534.0	2012-05-15T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	397223.1	38.88423243	135154.6	Moving_Violations_in_May_2012.csv	-77.032007854
False	301049.0	25.0	50.0	3400 BLK BENNING ROAD NE W/B	1707755			321510	6467.0	2009-05-31T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404151.99	38.8969859353	136570.94	Moving_Violations_in_May_2009.csv	-76.9521393524
False	906275.0	25.0	75.0	NY AVE W/B AT 4TH ST NW	3380820			994580	5435.0	2010-04-20T00:00:00.000Z	Photo	75.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	398596.559997	38.9048865706	137447.010013	Moving_Violations_in_April_2010.csv	-77.0161825226
False		25.0	200.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	1659896			965316	14746.0	2010-04-08T00:00:00.000Z	Photo	200.0	T122	SPEED 26-30 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_April_2010.csv	-76.994976553
False		25.0	100.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	3496180	100.0		798075	14746.0	2010-01-02T00:00:00.000Z	Photo	200.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_January_2010.csv	-76.994976553
False	805065.0	25.0	100.0	2200 BLOCK K ST NW E/B	3395515			3061913	4361.0	2014-05-10T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_May_2014.csv	-77.0499797097
False	286707.0	25.0	100.0	2200 BLK SOUTH DAKOTA AVE NE SE/B	2289040	100.0		4275164	9851.0	2015-10-07T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403599.77	38.9200200968	139127.65	Moving_Violations_in_October_2015.csv	-76.9584917822
False	803159.0	25.0	200.0	6100 BLK EASTERN AVE NE SE/B	3846892			3861496	2581.0	2015-08-05T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	399963.28	38.9641158389	144021.85	Moving_Violations_in_August_2015.csv	-77.0004259836
False	806707.0	25.0	100.0	3900 BLK SOUTH DAKOTA AVE NE SE/B	3140282			3469117	5751.0	2015-02-22T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401900.38	38.9375464916	141072.64	Moving_Violations_in_February_2015.csv	-76.9780827969
False	801074.0	25.0	100.0	2600 BLK LINCOLN RD NE N/B	3879197			3378071	906.0	2014-12-22T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399723.63	38.9246153636	139636.95	Moving_Violations_in_December_2014.csv	-77.0031894321
False	813951.0	25.0	100.0	3700 BLK MASSACHUSETTS AVE SE NW/B	953948	100.0		3531627	12021.0	2015-03-31T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404220.2	38.8739779324	134016.91	Moving_Violations_in_March_2015.csv	-76.9513687313
False		25.0	125.0	I395 SW AFTER EXIT 4 E/B	3047736			2604736	4607.0	2012-09-12T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	397034.8	38.878982807	134571.92	Moving_Violations_in_September_2012.csv	-77.034175619
False	809933.0	25.0	150.0	S CAPITOL RAMP S/B BEFORE I ST SW	1462005			2036012	8491.0	2012-03-25T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	399203.562	38.87981334	134663.6004	Moving_Violations_in_March_2012.csv	-77.0091811775
False	300368.0	25.0	125.0	2800 BLK NEW YORK AVE. NE E/B	3432125	125.0		1235949		2010-08-04T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_August_2010.csv	-76.9663809737
False	34095.0	2.0	30.0	3500 19 ST SE	255833			1473788	8403.0	2010-11-28T00:00:00.000Z	Moving	30.0	T333	FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE	402061.17	38.8450117616	130800.6	Moving_Violations_in_November_2010.csv	-76.9762590123
False		25.0	300.0	DC295 NE .1 MILE SOUTH OF EASTERN A	2552288			1400491	1253.0	2010-10-20T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	405649.1478	38.9110603807	138134.2439	Moving_Violations_in_October_2010.csv	-76.9348677012
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	336688			4128756	4361.0	2015-10-18T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_October_2015.csv	-77.0499797097
False	903777.0	25.0	150.0	S DAKOTA SE/B @ BLADENSBURG RD NE	3087532	150.0		2928971	4229.0	2014-01-22T00:00:00.000Z	Photo	300.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	403020.923969	38.9251762117	139699.780351	Moving_Violations_in_January_2014.csv	-76.9651641877
False	807830.0	25.0	125.0	400 BLOCK RIGGS ROAD NE N/B	990687	125.0		2628670	6713.0	2012-09-19T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400113.96	38.9611221194	143689.52	Moving_Violations_in_September_2012.csv	-76.9986874075
False	901839.0	25.0	150.0	CONSTITUTION AVE W/B @ 15TH ST NW	3970786			1261628	759.0	2010-08-13T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	397080.484795	38.8920973029	136027.713276	Moving_Violations_in_August_2010.csv	-77.0336552967
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	2828872	125.0		2349628	14658.0	2012-07-17T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_July_2012.csv	-76.995608706
False		25.0	125.0	DC295 SW .3 MILES S/O EXIT 1 N/B	2735829			2329903	14688.0	2012-07-09T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_July_2012.csv	-77.0172487613
False		25.0	200.0	DC295 NE AT BENNING RD EXIT N/B	1465131			2627584	5134.0	2012-09-19T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_September_2012.csv	-76.9503465327
False		25.0	50.0	SE/SW FRWY @ 9TH STREET ENTRANCE SE	2372748			60405	14746.0	2009-01-30T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_January_2009.csv	-76.994976553
False	150671.0	25.0	150.0	3300 BLK E CAPITOL ST NE W/B	185969			3591053	4592.0	2015-04-24T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	403468.69	38.890105241	135806.8	Moving_Violations_in_April_2015.csv	-76.9600200922
False	903709.0	25.0	100.0	E CAPITOL ST W/B @ SOUTHERN AVE NE	2523988			4219064	3664.0	2015-10-17T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	407514.302757	38.8897577145	135771.026811	Moving_Violations_in_October_2015.csv	-76.9133883573
False	300368.0	25.0	150.0	2800 BLK NEW YORK AVE. NE E/B	3371728			1782018		2012-01-04T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_January_2012.csv	-76.9663809737
False	286707.0	25.0	100.0	2200 BLK SOUTH DAKOTA AVE NE SE/B	54588			3610674	9851.0	2015-05-01T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403599.77	38.9200200968	139127.65	Moving_Violations_in_May_2015.csv	-76.9584917822
False	287175.0	25.0	100.0	2700 BLK NEW YORK AVE NE (W/B)	472661			594277		2009-09-24T00:00:00.000Z	Photo	100.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	402549.67	38.9179846451	138901.29	Moving_Violations_in_September_2009.csv	-76.9706017784
True	815789.0	1.0	50.0	200 14TH ST NW	2641218			3759344	14102.0	2015-07-02T00:00:00.000Z	Moving	50.0	T008	COLLIDING WITH FIXED OBJECT W/NO DAMAGE OR INJURY	397228.9	38.8933696458	136168.9	Moving_Violations_in_July_2015.csv	-77.0319450964
False		25.0	50.0	3RD ST TUNNEL NW S/B AT 3RD ST EXIT	3865767	50.0		337952	5435.0	2009-06-08T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398763.9982	38.8987694772	136767.9356	Moving_Violations_in_June_2009.csv	-77.0142509077
False	804154.0	25.0	125.0	1900 BLOCK FOXHALL RD NW N/B	225387			1917601	3583.0	2012-02-11T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	392333.375	38.9157158324	138652.7349	Moving_Violations_in_February_2012.csv	-77.0884041236
False		25.0	100.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	2992012			207102	14746.0	2009-04-07T00:00:00.000Z	Photo	100.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_April_2009.csv	-76.994976553
False	906278.0	4.0	50.0	3RD & RITTENHOUSE ST NW	1343712	50.0		2116871	4803.0	2012-04-25T00:00:00.000Z	Moving	0.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	398599.079997	38.964959876	144115.670019	Moving_Violations_in_April_2012.csv	-77.0161670871
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	3946283			362006	14746.0	2009-06-20T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_June_2009.csv	-76.994976553
False		25.0	125.0	DC295 SW .7 MILES S/O EXIT 1 S/B	2678411	125.0		1857974	6993.0	2012-01-23T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_January_2012.csv	-77.018353403
False		25.0	100.0	SUITLAND PK .3 MILES PRIOR TO FIRTH	1349222			2783955	3557.0	2012-11-12T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400413.4347	38.8612877655	132607.0948	Moving_Violations_in_November_2012.csv	-76.9952387104
False	288753.0	25.0	150.0	600 BLK NEW YORK AVENUE NE W/B	439783	150.0		2157334	14658.0	2012-05-10T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_May_2012.csv	-76.995608706
False	801471.0	25.0	100.0	2400 BLK SHERMAN AV NW SB	2374625	100.0		667808	1087.0	2009-10-27T00:00:00.000Z	Photo	200.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	397802.41	38.9222995016	139380.17	Moving_Violations_in_October_2009.csv	-77.0253444537
False	812484.0	25.0	125.0	600 BLK MISSOURI AVE NW NW/B	1604679			1864867	10729.0	2012-01-25T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398103.155	38.9589778688	143451.715	Moving_Violations_in_January_2012.csv	-77.0218875811
False	815484.0	7.0	100.0	1800 TUBMAN RD SE REAR SOUTH SIDE	3095142	100.0		1442146	13557.0	2010-11-12T00:00:00.000Z	Moving	0.0	T667	DEAD OR EXPIRED TAGS	401848.12	38.8490974731	131254.09	Moving_Violations_in_November_2010.csv	-76.9787119843
False	906080.0	2.0	25.0	18TH ST NW @ L ST NW	1856051			2673327	56.0	2012-10-01T00:00:00.000Z	Moving	25.0	T181	IMPROPER TURN AT AN INTERSECTION	396385.312507	38.9037510268	137321.656253	Moving_Violations_in_October_2012.csv	-77.0416752994
False		25.0	150.0	DC295 .4 MI S/O BURROUGHS AV NE S/B	2862249			2797835	5134.0	2012-11-17T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	404601.2512	38.8998525447	136889.4048	Moving_Violations_in_November_2012.csv	-76.9469582683
False	901673.0	1.0	250.0	14TH & INDEPENDENCE AVE N/B SW	3628528			1711454	574.0	2011-11-07T00:00:00.000Z	Moving	0.0	T782	FAIL TO YIELD TO PEDESTRIAN ON SIDEWALK	397227.910011	38.8875750055	135525.650011	Moving_Violations_in_November_2011.csv	-77.0319539126
False	808209.0	25.0	50.0	5500 BLK EAST CAPITOL STREET NE (E/	382489	50.0		24819	7032.0	2009-01-10T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	406784.91	38.8897587199	135770.48	Moving_Violations_in_January_2009.csv	-76.9217957345
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	609680			2366433	14658.0	2012-07-23T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_July_2012.csv	-76.995608706
False	288753.0	25.0	200.0	600 BLK NEW YORK AVENUE NE W/B	2668823			2068437	14658.0	2012-04-06T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_April_2012.csv	-76.995608706
False	805065.0	25.0		2200 BLK K ST NW W/B	1928107			2455083	4361.0	2012-08-13T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2012.csv	-77.0499797097
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	997817			743176	14746.0	2009-12-01T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_December_2009.csv	-76.994976553
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	3551097			636099	14746.0	2009-10-12T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_October_2009.csv	-76.994976553
False		25.0	125.0	3RD ST TUNNEL NW N/B AT MA AVE EXIT	794071			1393625	6364.0	2010-10-16T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398782.5209	38.895624628	136418.8295	Moving_Violations_in_October_2010.csv	-77.0140367592
False		25.0	125.0	DC295 SW .3 MILES S/O EXIT 1 N/B	3612129			2739835	14688.0	2012-10-25T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_October_2012.csv	-77.0172487613
False		25.0	150.0	DC295 NE AT BENNING RD EXIT N/B	1813201			2323153	5134.0	2012-07-07T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_July_2012.csv	-76.9503465327
False	807819.0	25.0	50.0	5200 BLK 14TH STREET NW (S/B)	2793786			205360	6705.0	2009-04-06T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	397102.63	38.9535033827	142844.3	Moving_Violations_in_April_2009.csv	-77.0334288055
False	900719.0	13.0	25.0	K ST NW @ 14TH ST NW	1731065	25.0		3204586	3438.0	2014-08-05T00:00:00.000Z	Moving	50.0	T183	TURNING LEFT WHERE LEFT TURNS ARE PROHIBITED	397228.190011	38.9025305482	137185.833341	Moving_Violations_in_August_2014.csv	-77.0319573845
