accidentindicator	address_id	agencyid	fineamt	location	objectid	penalty1	penalty2	row_	streetsegid	ticketissuedate	tickettype	totalpaid	violationcode	violationdesc	xcoord	y	ycoord	filename	﻿x
False	301972.0	1.0	100.0	1200 E ST NW	2787298	100.0		2774871	10324.0	2012-11-09T00:00:00.000Z	Moving	200.0	T672	FAIL TO DISPLAY CURRENT TAGS	397538.02	38.8960029913	136461.12	Moving_Violations_in_November_2012.csv	-77.0283828795
False	286707.0	25.0	100.0	2200 BLK SOUTH DAKOTA AVE NE SE/B	3544028			4347754	9851.0	2015-11-08T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403599.77	38.9200200968	139127.65	Moving_Violations_in_November_2015.csv	-76.9584917822
False		25.0	50.0	SUITLAND PK .3 MILES PRIOR TO FIRTH	1530965	50.0		812661	3557.0	2010-01-09T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400413.4347	38.8612877655	132607.0948	Moving_Violations_in_January_2010.csv	-76.9952387104
False		25.0	100.0	DC295 NE AT BENNING RD EXIT N/B	1378044			4267057	5134.0	2015-12-06T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_December_2015.csv	-76.9503465327
False	300368.0	25.0	300.0	2800 BLK NEW YORK AVE NE E/B	1950312			3573128		2015-04-18T00:00:00.000Z	Photo	300.0	T122	SPEED 26-30 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_April_2015.csv	-76.9663809737
False		25.0	100.0	DC295 SW .7 MILES S/O EXIT 1 S/B	331444			3794961	6993.0	2015-07-12T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_July_2015.csv	-77.018353403
False	300368.0	25.0	100.0	2800 BLK NEW YORK AVE NE E/B	1476995			3830859		2015-07-26T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_July_2015.csv	-76.9663809737
False	31943.0	25.0	50.0	3700 BLK SOUTHERN AVENUE SE (SW/B)	1378311	50.0		724106	1435.0	2009-11-22T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404133.54	38.8596648796	132428.01	Moving_Violations_in_November_2009.csv	-76.952376952
False		25.0	100.0	3RD ST TUNNEL NW S/B AT 3RD ST EXIT	948787			3392213	5435.0	2015-01-01T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398763.9982	38.8987694772	136767.9356	Moving_Violations_in_January_2015.csv	-77.0142509077
False	803455.0	25.0	100.0	UNIT BLK IRVING ST NW E/B	2722110			4037618	2931.0	2015-10-07T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399171.83	38.9312316233	140371.45	Moving_Violations_in_October_2015.csv	-77.0095537727
False	300970.0	13.0	25.0	600 14TH ST NW	3972993	25.0		696628	5749.0	2009-11-09T00:00:00.000Z	Moving	50.0	T183	TURNING LEFT WHERE LEFT TURNS ARE PROHIBITED	397200.36	38.8976942921	136648.98	Moving_Violations_in_November_2009.csv	-77.0322760372
False	803622.0	16.0	25.0	200 22 ST NW	249525			384072	3245.0	2009-06-29T00:00:00.000Z	No Ticket Type	25.0	T679	LOITERING, TAXI OR LIMO	395761.4	38.8928087889	136107.29	Moving_Violations_in_June_2009.csv	-77.0488607681
False		25.0	150.0	SUITLAND PKWY SE .2MI SOUTH OF STA	1934401			1278002	6006.0	2010-08-21T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	401716.8492	38.8542167236	131822.3335	Moving_Violations_in_August_2010.csv	-76.9802228025
False	811532.0	2.0	50.0	5000 DANA PL NW	2482766			1681360	9897.0	2011-09-26T00:00:00.000Z	Moving	50.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	391306.53	38.9260303963	139798.8	Moving_Violations_in_September_2011.csv	-77.1002589084
False	810860.0	25.0	125.0	CANAL RD NW .3 M S/O AZ AVE S/B	530238			1773127	9309.0	2012-01-03T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	391088.6001	38.9216385052	139311.5049	Moving_Violations_in_January_2012.csv	-77.102765836
False	284693.0	25.0	100.0	3500 MASSACHUSETTS AVE NW E/B	10281	100.0		3095357	5097.0	2014-05-29T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	394047.44	38.9248987336	139670.64	Moving_Violations_in_May_2014.csv	-77.0686485254
False	146162.0	25.0	100.0	100 BLK MICHIGAN AVENUE NE E/B	2582721	100.0		370991	2623.0	2009-06-24T00:00:00.000Z	Photo	200.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_June_2009.csv	-77.0061921948
False	301049.0	25.0	50.0	3400 BLK BENNING ROAD NE W/B	3698812	50.0		162834	6467.0	2009-03-17T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404151.99	38.8969859353	136570.94	Moving_Violations_in_March_2009.csv	-76.9521393524
False		25.0	125.0	DC295 SW .7 MILES S/O EXIT 1 S/B	3810598			1856857	6993.0	2012-01-22T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_January_2012.csv	-77.018353403
False	900888.0	25.0	75.0	MT OLIVET E/B @ W VIRGINIA AVE NE	833591			124689	150.0	2009-02-27T00:00:00.000Z	Photo	75.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	401233.899999	38.910482091	138068.130014	Moving_Violations_in_February_2009.csv	-76.9857755536
False	801693.0	25.0	100.0	2600 BLK WISCONSIN AVE NW N/B	3419756			4154070	1408.0	2015-10-07T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	393653.45	38.9241655819	139589.56	Moving_Violations_in_October_2015.csv	-77.0731913537
False		25.0	125.0	DC295 NE UNDER BENNING RD N/B	2614884	125.0		1756881	5134.0	2011-12-30T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404147.9324	38.8956810873	136426.0894	Moving_Violations_in_December_2011.csv	-76.9521870018
False	808209.0	25.0	150.0	5500 BLK EAST CAPITOL ST NE (W/B)	1511399	150.0		1418954	7032.0	2010-10-30T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	406784.91	38.8897587199	135770.48	Moving_Violations_in_October_2010.csv	-76.9217957345
False		25.0	150.0	DC295 SW .7 MILES S/O EXIT 1 S/B	3647154	150.0		1787891	6993.0	2012-01-06T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_January_2012.csv	-77.018353403
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	1353774			1779196	14658.0	2012-01-04T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_January_2012.csv	-76.995608706
False	812484.0	25.0	125.0	600 BLK MISSOURI AVE NW NW/B	3823809			2107669	10729.0	2012-04-21T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398103.155	38.9589778688	143451.715	Moving_Violations_in_April_2012.csv	-77.0218875811
False	902787.0	25.0	150.0	PENNSYLVANIA AVE SE/B @ 27TH ST SE	1698349			1832051	888.0	2012-01-16T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	402692.790016	38.8727884305	133884.199994	Moving_Violations_in_January_2012.csv	-76.9689711097
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	767320	100.0		3982418	4361.0	2015-09-18T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_September_2015.csv	-77.0499797097
False		25.0	200.0	I395 SW AFTER EXIT 4 E/B	213851	200.0		2543308	4607.0	2012-08-30T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	397034.8	38.878982807	134571.92	Moving_Violations_in_August_2012.csv	-77.034175619
False	805065.0	25.0	200.0	2200 BLK K ST NW W/B	2997874	200.0		3966649	4361.0	2015-09-12T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_September_2015.csv	-77.0499797097
False	150671.0	25.0	100.0	3300 BLK E CAPITOL ST NE W/B	344915	100.0		4188356	4592.0	2015-10-16T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403468.69	38.890105241	135806.8	Moving_Violations_in_October_2015.csv	-76.9600200922
False	303037.0	25.0	100.0	100 BLK IRVING ST NW W/B	1641903	100.0		3628321	6350.0	2015-05-10T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398820.99	38.9286457472	140084.44	Moving_Violations_in_May_2015.csv	-77.013599603
False	293243.0	16.0	500.0	50 MASS AVE NE	2504689			371811	657.0	2009-06-24T00:00:00.000Z	No Ticket Type	0.0	T171	OPERATE VEHICLE WITHOUT VALID ID CARD	399463.98	38.8975462563	136632.07	Moving_Violations_in_June_2009.csv	-77.006181414
False	903777.0	25.0	150.0	S DAKOTA E/B @ BLADENSBURG RD NE	438307	150.0		1675499	4229.0	2011-09-17T00:00:00.000Z	Photo	300.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	403020.923969	38.9251762117	139699.780351	Moving_Violations_in_September_2011.csv	-76.9651641877
False	811511.0	25.0	100.0	4200 BLK S DAKOTA AVE NE NW/B	599724			3917288	9879.0	2015-08-25T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401528.63	38.9416450899	141527.54	Moving_Violations_in_August_2015.csv	-76.982369647
False	288753.0	25.0	150.0	600 BLK NEW YORK AVENUE NE W/B	2300127	150.0		2759537	14658.0	2012-11-03T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_November_2012.csv	-76.995608706
False	806850.0	4.0	25.0	400 MISSOURI AVE NW	2304652	25.0		352767	5878.0	2009-06-15T00:00:00.000Z	Moving	0.0	T653	UNNECESSARY NOISE	398360.61	38.958007702	143343.96	Moving_Violations_in_June_2009.csv	-77.0189168761
False	900979.0	25.0	50.0	LONGFELLOW ST W/B @ MISSOURI AVE NW	1066123			3446307	230.0	2015-02-03T00:00:00.000Z	Photo	50.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	398450.821565	38.9576677475	143306.203746	Moving_Violations_in_February_2015.csv	-77.0178759679
False	74591.0	25.0	125.0	1100 BLK BLADENSBURG RD NE NE/B	2410866			1856565	1489.0	2012-01-22T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401644.78	38.9041776464	137368.36	Moving_Violations_in_January_2012.csv	-76.9810398283
	813329.0			1800 BLOCK KENDALL ST NE EAST SIDE	12279379			1294480	11464.0	2014-07-23T00:00:00.000Z			P173	NO PARKING STREET CLEANING	401180.0	38.9120574536	138243.0	Moving_Violations_in_July_2014.csv	-76.9863967142
True	15492.0	4.0	500.0	5000 SARGENT RD NE	3260190	500.0		3693434	139.0	2015-06-05T00:00:00.000Z	Moving	0.0	T711	OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH	400881.05	38.9504252702	142502.12	Moving_Violations_in_June_2015.csv	-76.9898381854
False	812961.0	25.0	200.0	2000 BLK WEST VIRGINIA AVE NE SW/B	2482937	200.0		2784086	11141.0	2012-11-12T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	401490.32	38.9130976257	138358.52	Moving_Violations_in_November_2012.csv	-76.9828184293
False	804689.0	16.0	25.0	1300 MARYLAND AVE SW BLOCK SOUTH S*	1196296			2332960	4040.0	2012-07-11T00:00:00.000Z	No Ticket Type	25.0	T230	IMPROPERLY DRESSED OPERATOR IN VEHICLE FOR HIRE	397474.26	38.8842131889	135152.38	Moving_Violations_in_July_2012.csv	-77.0291130643
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	863558			2166821	14658.0	2012-05-13T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_May_2012.csv	-76.995608706
False	146162.0	25.0	150.0	100 BLK MICHIGAN AVENUE NE E/B	2377251			2714257	2623.0	2012-10-15T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_October_2011.csv	-77.0061921948
False	811159.0	25.0	100.0	5700 BLK MACARTHUR BLVDÃ¡ NW N/B	3169946			3635014	9558.0	2015-05-14T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	390467.87	38.9334457127	140622.93	Moving_Violations_in_May_2015.csv	-77.1099421133
False	813891.0	25.0	150.0	600 BLK KENILWORTH AVE NE S/B	2007812			4179621	11963.0	2015-12-18T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	404478.832866	38.8989477699	136788.897372	Moving_Violations_in_December_2015.csv	-76.9483701829
False	903777.0	25.0	150.0	S DAKOTA SE/B @ BLADENSBURG RD NE	851490			3536228	4229.0	2015-04-02T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	403020.923969	38.9251762117	139699.780351	Moving_Violations_in_April_2015.csv	-76.9651641877
False		25.0	125.0	DC295 SW .7 MILES S/O EXIT 1 S/B	2419132	125.0		2385137	6993.0	2012-07-30T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_July_2012.csv	-77.018353403
False		25.0	125.0	DC295 NE UNDER BENNING RD N/B	746853			1976136	5134.0	2012-03-03T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404147.9324	38.8956810873	136426.0894	Moving_Violations_in_March_2012.csv	-76.9521870018
False		25.0	50.0	SE/SW FRWY @ 9TH STREET ENTRANCE SE	564296			5239	14746.0	2009-01-02T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_January_2009.csv	-76.994976553
False	805065.0	25.0	125.0	2200 BLK K ST NW W/B	2523666			2735683	4361.0	2012-10-23T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_October_2011.csv	-77.0499797097
False	803455.0	25.0	100.0	UNIT BLK IRVING ST NW E/B	3989675			3778660	2931.0	2015-07-06T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399171.83	38.9312316233	140371.45	Moving_Violations_in_July_2015.csv	-77.0095537727
False	287175.0	25.0	125.0	2700 BLK NEW YORK AVE NE (W/B)	391766			2407292		2012-08-05T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402549.67	38.9179846451	138901.29	Moving_Violations_in_August_2012.csv	-76.9706017784
False	286707.0	25.0	100.0	2200 BLK SOUTH DAKOTA AVE NE SE/B	836744	100.0		3609208	9851.0	2015-04-30T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403599.77	38.9200200968	139127.65	Moving_Violations_in_April_2015.csv	-76.9584917822
False	807090.0	25.0	125.0	4700 BLK MACARTHUR BLVD NW S/B	2508971			1444345	6074.0	2010-11-13T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	392000.5	38.9139016062	138451.67	Moving_Violations_in_November_2010.csv	-77.0922400725
False	902322.0	25.0		N CAPITOL ST S/B @ GALLATIN ST NW	1557658			2921617	1319.0	2014-01-11T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	399219.270013	38.9524149317	142722.980002	Moving_Violations_in_January_2014.csv	-77.0090093126
False	806633.0	25.0	125.0	1700 C STREET NE W/B	2573956			1242130	5692.0	2010-08-06T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401707.62	38.8933068658	136161.63	Moving_Violations_in_August_2010.csv	-76.9803183532
False		25.0	125.0	DC295 SW .7 MILES S/O EXIT 1 S/B	1647492			1749419	6993.0	2011-12-23T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_December_2011.csv	-77.018353403
False		25.0	50.0	SE/SW FRWY @ 8TH ST EXIT SE (W/B)	1461608			160009	14746.0	2009-03-15T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400363.075	38.8789765637	134570.6801	Moving_Violations_in_March_2009.csv	-76.995817916
False	807916.0	25.0	150.0	N CAPITOL ST N/B @ HAREWOOD RD NE	347201			3887132	6783.0	2015-08-14T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	399303.5142	38.9423885745	141609.9565	Moving_Violations_in_August_2015.csv	-77.0080362844
False	800112.0	22.0	100.0	100 7TH ST NW BLOCK EAST SIDE	1314680	100.0		3222298	94.0	2014-08-16T00:00:00.000Z	Moving	240.0	T115	FAIL TO GIVE HAND OR MECHANICAL TURN SIGNAL	398099.48	38.8913158883	135940.66	Moving_Violations_in_August_2014.csv	-77.0219091818
False	810124.0	25.0	125.0	2300 BLK OF PORTER ST NW E/B	3690688			1878470	8663.0	2012-01-29T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395519.77	38.9338937142	140668.19	Moving_Violations_in_January_2012.csv	-77.0516758063
False		25.0	50.0	DC295 SE .75 MI S/O PA AVE SE NE/B	3645610	50.0		33546	14707.0	2009-01-13T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401399.072	38.8709707008	133682.0844	Moving_Violations_in_January_2009.csv	-76.9838800675
False	805065.0	25.0	200.0	2200 BLK K ST NW W/B	2503720			3950691	4361.0	2015-09-06T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_September_2015.csv	-77.0499797097
False	805065.0	25.0		2200 BLK K ST NW W/B	490936			2537033	4361.0	2012-08-29T00:00:00.000Z	Photo	0.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2012.csv	-77.0499797097
